Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status
DD891415,FinTech,2021,China,Beijing,Seed,2.64,29.29,0.99,0.45,4.8,23,0,23,Tier 2 (Mid-size VC),High,Independent
6B429172,Robotics,2015,Canada,Toronto,Series A,4.78,39.79,2.19,0.54,7.5,43,14,29,Tier 3 (Angel/Seed),High,Independent
8057F189,Robotics,2018,China,Beijing,Post-IPO,303.83,2445.65,85.1,13.37,22.6,811,174,637,Tier 3 (Angel/Seed),High,Independent
CD4CBDE8,ClimateTech,2024,USA,New York,Series A,34.44,178.43,7.6,1.22,26.1,86,0,86,Tier 2 (Mid-size VC),Medium,Independent
68CB4041,Cybersecurity,2023,USA,Seattle,Series A,0.0,49.09,3.27,0.54,0.0,33,16,17,Bootstrapped,High,Closed
6F3A7B6D,HealthTech,2021,USA,Austin,Series B,63.77,411.28,37.94,1.96,31.0,138,0,138,Tier 3 (Angel/Seed),High,Independent
9061A3AF,Generative AI,2020,UK,London,Series A,29.46,163.12,15.41,2.84,10.0,231,0,231,Tier 3 (Angel/Seed),High,Independent
4EC99E4E,FinTech,2018,Israel,Jerusalem,Series A,4.2,30.67,5.19,0.41,8.2,27,15,12,Corporate VC (e.g. Google Ventures),High,Acquired (Fire Sale)
76E36460,ClimateTech,2020,Canada,Vancouver,Series A,5.42,55.4,2.14,0.29,13.9,24,12,12,Tier 2 (Mid-size VC),Low,Independent
CC9ED866,Autonomous Vehicles,2020,UK,Cambridge,Series A,10.26,55.92,3.22,0.4,20.5,34,0,34,Corporate VC (e.g. Google Ventures),Medium,Independent
BDF4D3A4,HealthTech,2019,Japan,Tokyo,Series A,4.69,34.28,1.32,0.41,9.2,28,0,28,Tier 2 (Mid-size VC),None,Independent
F153EA48,Cybersecurity,2020,USA,Austin,Seed,1.56,20.8,0.71,0.17,5.8,17,9,8,Corporate VC (e.g. Google Ventures),High,Closed
615D935A,ClimateTech,2020,China,Hangzhou,Seed,6.55,94.45,4.53,0.92,6.4,52,36,16,"Tier 1 (e.g. Sequoia, a16z)",Low,Closed
B558B78B,FinTech,2020,China,Shanghai,Seed,0.4,18.35,0.62,0.76,0.5,47,15,32,Tier 2 (Mid-size VC),Low,Closed
00A29659,Robotics,2019,USA,Miami,Series C+,67.9,571.99,28.33,2.88,22.8,214,0,214,Tier 3 (Angel/Seed),High,Independent
3D1A0FA6,Autonomous Vehicles,2019,India,Delhi NCR,Series A,2.12,37.69,6.98,0.6,3.0,44,21,23,Corporate VC (e.g. Google Ventures),Medium,Closed
76195766,Generative AI,2020,China,Shenzhen,Series B,12.74,149.83,28.86,0.7,15.9,63,8,55,Tier 3 (Angel/Seed),High,Independent
83922852,ClimateTech,2020,UK,London,Post-IPO,1173.31,12595.79,481.98,90.05,13.0,4997,1215,3782,Tier 2 (Mid-size VC),High,Independent
1FB299F8,HealthTech,2014,India,Mumbai,Seed,0.19,15.94,1.1,0.83,0.2,45,18,27,Corporate VC (e.g. Google Ventures),Medium,Independent
91447608,EdTech,2019,Germany,Munich,Series C+,22.18,184.28,6.61,2.03,10.4,102,0,102,Corporate VC (e.g. Google Ventures),Medium,Acquired
5F6DE506,Cybersecurity,2019,France,Paris,Seed,1.57,18.76,0.9,0.55,2.4,31,10,21,Corporate VC (e.g. Google Ventures),Medium,Independent
15F4E3C8,SpaceTech,2021,USA,Boston,Seed,5.18,66.09,2.35,0.18,18.5,18,0,18,Tier 2 (Mid-size VC),High,Independent
09DC7B52,HealthTech,2019,USA,San Francisco,Seed,0.61,23.38,2.62,0.32,1.5,31,0,31,Tier 3 (Angel/Seed),None,Independent
6DF1AE86,FinTech,2017,UK,Cambridge,Seed,2.48,30.3,3.05,0.24,7.3,16,9,7,"Tier 1 (e.g. Sequoia, a16z)",None,Closed
7247C514,Generative AI,2019,France,Lyon,Series C+,145.29,1491.25,57.8,5.35,26.7,297,29,268,Tier 3 (Angel/Seed),High,Independent
D949CED4,FinTech,2025,USA,Boston,Seed,5.26,65.36,4.02,0.6,7.5,33,17,16,"Tier 1 (e.g. Sequoia, a16z)",High,Closed
C2A8496B,Web3/Crypto,2020,Singapore,Singapore,Seed,4.22,51.79,9.02,0.46,7.5,35,27,8,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale)
DBBFD04C,Robotics,2018,Singapore,Singapore,Series C+,21.25,121.16,5.94,0.94,20.4,65,0,65,Tier 2 (Mid-size VC),Medium,Independent
68800C88,ClimateTech,2019,Japan,Tokyo,Series C+,40.38,494.45,18.33,2.41,16.1,215,20,195,Corporate VC (e.g. Google Ventures),Medium,Closed
77F2CFEA,Autonomous Vehicles,2022,India,Mumbai,Series A,9.54,76.88,12.34,0.58,14.0,37,0,37,Tier 2 (Mid-size VC),Medium,Independent
7B40E9EB,Generative AI,2013,China,Shenzhen,Series A,27.76,281.49,12.05,2.26,11.8,138,63,75,Tier 2 (Mid-size VC),Medium,Independent
886F3359,ClimateTech,2020,Singapore,Singapore,Seed,0.7,7.85,0.3,0.37,1.5,32,0,32,Tier 2 (Mid-size VC),High,Independent
E15312EA,Web3/Crypto,2019,USA,Boston,Pre-IPO,89.05,732.06,64.91,9.6,9.2,556,389,167,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
B2BC17AD,Generative AI,2020,UK,Oxford,Seed,6.58,87.13,4.91,0.9,6.6,49,18,31,Tier 3 (Angel/Seed),Low,Independent
94D6AA42,Robotics,2020,France,Paris,Series B,11.87,146.52,23.01,0.69,15.0,53,17,36,Tier 2 (Mid-size VC),Low,Independent
472C3F53,Robotics,2020,USA,Austin,Series C+,41.62,270.27,53.67,1.4,27.7,125,0,125,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
859767BF,ClimateTech,2022,Germany,Munich,Series B,39.44,335.34,27.15,1.79,20.9,115,61,54,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale)
C15AAEEB,Robotics,2021,China,Shanghai,Post-IPO,312.68,2295.69,137.38,15.49,20.1,1358,294,1064,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
9E0DF17B,HealthTech,2021,UK,Cambridge,Post-IPO,250.35,1069.83,46.59,11.25,22.1,608,194,414,Tier 3 (Angel/Seed),High,Closed
42C6E63E,Autonomous Vehicles,2019,Israel,Tel Aviv,Series A,3.31,38.37,1.91,0.54,5.2,34,9,25,Tier 2 (Mid-size VC),Medium,Independent
C2390FD9,ClimateTech,2012,Canada,Toronto,Series C+,39.47,157.16,24.0,2.51,15.1,160,0,160,Tier 3 (Angel/Seed),High,Independent
0EBDD0E9,ClimateTech,2020,USA,San Francisco,Series B,39.87,232.99,21.23,2.93,13.2,157,50,107,Tier 3 (Angel/Seed),Medium,Independent
361501F4,Autonomous Vehicles,2020,China,Shanghai,Pre-IPO,106.62,355.72,15.62,7.16,14.7,518,157,361,Tier 3 (Angel/Seed),Medium,Independent
0954D766,FinTech,2020,Israel,Tel Aviv,Series B,14.75,61.05,7.03,0.92,14.5,80,0,80,Tier 2 (Mid-size VC),Medium,IPO
A605A7F1,Web3/Crypto,2020,USA,Miami,Series B,17.51,203.32,6.99,0.45,31.8,27,17,10,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale)
ACCA2143,HealthTech,2019,China,Beijing,Seed,0.82,21.2,0.83,0.3,2.0,20,12,8,Corporate VC (e.g. Google Ventures),Low,Acquired (Fire Sale)
D6575B06,FinTech,2021,Canada,Montreal,Seed,3.82,16.71,0.56,0.53,6.1,39,21,18,Tier 2 (Mid-size VC),High,Closed
812F6846,HealthTech,2023,China,Beijing,Series A,7.48,64.79,4.09,0.85,7.9,50,0,50,Tier 3 (Angel/Seed),Medium,Closed
F0525E9C,HealthTech,2021,UK,London,Series A,0.0,20.28,1.08,0.39,0.0,25,0,25,Bootstrapped,High,Independent
82304CC9,ClimateTech,2019,USA,Boston,Pre-IPO,12.29,117.33,6.11,0.85,12.9,49,14,35,Tier 2 (Mid-size VC),Medium,Closed
3C56DF52,Generative AI,2020,UK,Oxford,Seed,1.25,20.71,1.67,0.71,1.5,40,22,18,Corporate VC (e.g. Google Ventures),High,Closed
1EB81F86,FinTech,2021,Germany,Munich,Series C+,97.89,351.09,12.89,3.0,31.6,206,54,152,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired
1A204986,ClimateTech,2013,USA,Boston,Post-IPO,441.35,4861.89,927.28,25.48,17.3,1696,382,1314,Tier 3 (Angel/Seed),High,IPO
B1F89D93,SpaceTech,2020,USA,Boston,Pre-IPO,706.8,8130.58,437.97,52.75,13.4,2698,768,1930,Tier 3 (Angel/Seed),None,Independent
B4B22061,Generative AI,2018,USA,Austin,Post-IPO,221.48,2345.01,138.7,15.44,14.3,865,0,865,Tier 3 (Angel/Seed),High,Independent
C28AF7CE,HealthTech,2021,China,Shanghai,Series A,8.64,96.36,3.74,0.58,12.7,34,14,20,Tier 3 (Angel/Seed),High,Independent
40232798,Generative AI,2023,Germany,Munich,Series B,13.33,101.32,7.51,0.43,25.2,33,0,33,Corporate VC (e.g. Google Ventures),Medium,Independent
12FCADC0,FinTech,2019,India,Delhi NCR,Series A,18.76,193.13,35.64,0.59,27.2,50,0,50,Tier 3 (Angel/Seed),High,Closed
A697006E,Generative AI,2019,UK,Cambridge,Series A,0.0,48.55,2.6,0.31,0.0,29,0,29,Bootstrapped,Medium,Acquired
70290B6C,FinTech,2015,USA,Austin,Seed,1.29,23.62,0.79,0.31,3.1,18,0,18,Tier 3 (Angel/Seed),Medium,Closed
625699B2,HealthTech,2014,USA,Austin,Series C+,46.3,439.83,32.82,3.77,12.0,204,48,156,Tier 3 (Angel/Seed),High,Independent
11872D7E,ClimateTech,2015,USA,Boston,Series C+,132.33,485.18,22.96,5.01,25.9,464,0,464,Tier 2 (Mid-size VC),High,Independent
1A234294,Generative AI,2013,India,Mumbai,Seed,2.46,31.16,2.52,0.35,5.5,29,0,29,Tier 2 (Mid-size VC),Medium,Closed
753BB204,Generative AI,2019,USA,Austin,Series A,38.23,159.92,7.45,1.88,19.3,136,0,136,Tier 2 (Mid-size VC),High,Independent
74FE5F25,Web3/Crypto,2019,USA,Boston,Series B,35.85,171.19,6.79,3.62,9.6,248,208,40,Tier 2 (Mid-size VC),High,Acquired (Fire Sale)
2287E6C5,HealthTech,2020,India,Mumbai,Series C+,54.94,563.04,24.06,2.06,25.4,189,63,126,Corporate VC (e.g. Google Ventures),Medium,Independent
F91E80D6,Autonomous Vehicles,2019,India,Hyderabad,Series A,17.21,190.05,13.41,0.61,24.2,34,0,34,Tier 3 (Angel/Seed),Low,Independent
C3FF206D,FinTech,2020,Israel,Jerusalem,Series B,42.48,294.48,28.82,2.45,16.7,158,34,124,Tier 3 (Angel/Seed),None,Independent
C35BFFDF,SpaceTech,2021,USA,Boston,Series B,62.73,451.33,21.46,2.48,24.3,216,0,216,Tier 2 (Mid-size VC),High,Independent
E8884329,Cybersecurity,2013,India,Hyderabad,Seed,1.07,21.56,0.89,0.49,1.8,43,0,43,Corporate VC (e.g. Google Ventures),Medium,Acquired
EA4BFFCB,ClimateTech,2017,Singapore,Singapore,Seed,0.83,17.27,0.79,0.36,1.8,21,0,21,Tier 3 (Angel/Seed),High,Independent
56F0D5C9,Robotics,2021,India,Bengaluru,Series A,7.18,40.77,7.68,1.04,6.3,54,0,54,Tier 3 (Angel/Seed),Low,Independent
54680EA0,Generative AI,2019,USA,New York,Seed,4.91,63.08,3.01,0.49,8.3,29,0,29,Corporate VC (e.g. Google Ventures),High,Independent
84E02B39,FinTech,2022,UK,Oxford,Series C+,84.73,435.54,44.94,9.32,9.0,479,216,263,Tier 2 (Mid-size VC),Medium,Independent
1544CCC1,Generative AI,2012,USA,New York,Seed,7.84,41.05,1.56,0.48,13.5,30,0,30,Corporate VC (e.g. Google Ventures),Low,Independent
D573FFA3,Cybersecurity,2022,Germany,Berlin,Seed,0.68,18.0,2.49,0.08,3.8,8,0,8,Corporate VC (e.g. Google Ventures),High,Independent
9D13C2C1,FinTech,2020,France,Lyon,Series B,84.63,966.49,111.33,3.87,21.3,233,85,148,Tier 2 (Mid-size VC),Low,Independent
FC007D9D,Autonomous Vehicles,2018,USA,Seattle,Series A,0.0,25.46,2.11,0.59,0.0,30,12,18,Bootstrapped,None,Closed
F68B91A6,Robotics,2014,USA,Seattle,Seed,1.34,26.65,4.14,0.85,1.4,45,0,45,Tier 3 (Angel/Seed),Low,Independent
6FF030BF,Robotics,2020,USA,Miami,Series A,5.12,28.98,4.29,0.26,14.2,19,0,19,Tier 3 (Angel/Seed),Medium,Independent
AD71286A,Generative AI,2023,USA,Boston,Series C+,371.04,1212.11,45.77,16.0,23.0,876,0,876,Tier 3 (Angel/Seed),Medium,Independent
68E5E8D1,FinTech,2020,Germany,Munich,Pre-IPO,154.72,1761.27,66.9,7.91,19.3,539,87,452,Tier 3 (Angel/Seed),Medium,Independent
B1C1BD48,Generative AI,2016,USA,Miami,Series A,17.48,174.36,14.26,0.78,19.9,69,0,69,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
85E63B2F,Cybersecurity,2018,USA,Boston,Series C+,37.76,137.19,9.28,0.82,41.0,63,0,63,Tier 3 (Angel/Seed),High,Acquired
848FEF46,Robotics,2021,China,Beijing,Seed,2.23,29.55,1.58,0.75,2.6,43,0,43,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
F498F086,Generative AI,2014,China,Shenzhen,Series B,171.13,1443.49,61.61,6.26,26.9,527,0,527,Tier 2 (Mid-size VC),Low,Independent
C1CA3689,HealthTech,2020,USA,Seattle,Series B,31.54,354.2,16.63,1.88,15.9,159,38,121,Tier 2 (Mid-size VC),Medium,Independent
F20C65C7,Web3/Crypto,2021,USA,New York,Series A,62.69,461.83,31.62,6.44,9.6,364,318,46,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired (Fire Sale)
5697A2DC,Generative AI,2019,Israel,Jerusalem,Series C+,85.08,587.72,84.18,4.32,19.2,219,0,219,Tier 2 (Mid-size VC),High,Independent
574F13A4,SpaceTech,2020,China,Shenzhen,Series B,113.37,1155.81,38.73,3.9,28.3,242,83,159,Tier 2 (Mid-size VC),Low,Independent
5E11793D,SpaceTech,2014,USA,Austin,Series A,15.23,116.26,4.84,0.58,22.4,39,0,39,Tier 2 (Mid-size VC),High,Independent
BE1F4A41,Generative AI,2019,Canada,Montreal,Seed,2.57,15.16,0.96,0.78,2.9,49,0,49,Tier 3 (Angel/Seed),Low,Independent
BFFAFDAF,Cybersecurity,2021,USA,Miami,Seed,3.6,45.66,1.99,0.75,4.2,52,0,52,Tier 2 (Mid-size VC),High,Independent
644C059E,EdTech,2016,USA,Boston,Seed,1.42,21.79,0.76,0.1,7.1,10,4,6,Tier 3 (Angel/Seed),Low,Independent
D0528EC5,HealthTech,2024,China,Shanghai,Seed,1.47,19.11,1.01,0.49,2.5,34,0,34,Tier 3 (Angel/Seed),High,Independent
0C8DEBF1,Generative AI,2020,China,Beijing,Series C+,112.28,353.74,36.91,5.74,19.2,338,0,338,Corporate VC (e.g. Google Ventures),Low,Independent
7A56F7D9,ClimateTech,2020,USA,Seattle,Series C+,31.86,139.82,4.94,1.5,19.9,121,0,121,Corporate VC (e.g. Google Ventures),Medium,Independent
11A5F601,FinTech,2020,USA,Boston,Series C+,34.36,318.9,16.13,3.08,10.8,274,130,144,Tier 3 (Angel/Seed),Medium,Independent
339B77A1,Cybersecurity,2020,China,Hangzhou,Series A,17.24,98.95,5.46,0.44,31.9,38,0,38,Tier 2 (Mid-size VC),Low,Independent
03255568,Robotics,2021,USA,Boston,Series B,7.28,40.05,4.55,0.36,15.8,25,6,19,Tier 3 (Angel/Seed),High,Independent
C97D4AF7,FinTech,2015,USA,San Francisco,Seed,1.11,11.69,0.93,0.22,3.5,17,0,17,Corporate VC (e.g. Google Ventures),High,Closed
50DA2DEE,Cybersecurity,2015,Singapore,Singapore,Series A,5.9,29.42,1.58,0.57,8.8,29,15,14,Corporate VC (e.g. Google Ventures),Medium,Acquired (Fire Sale)
5FFDB441,Autonomous Vehicles,2014,China,Shenzhen,Series C+,39.97,377.3,68.99,2.3,16.7,122,40,82,Tier 3 (Angel/Seed),None,Closed
BC696BC2,Cybersecurity,2018,Israel,Tel Aviv,Series A,8.17,62.7,3.5,0.3,20.4,23,0,23,Tier 3 (Angel/Seed),Medium,Independent
BB79357E,Web3/Crypto,2020,USA,New York,Seed,4.76,36.86,1.45,0.39,9.7,24,18,6,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale)
407E3BD3,Web3/Crypto,2018,India,Bengaluru,Seed,0.0,12.57,0.54,0.44,0.0,37,30,7,Bootstrapped,Low,Closed
95CA87AB,ClimateTech,2020,Israel,Jerusalem,Series B,26.8,291.45,33.25,1.24,20.0,122,33,89,Tier 3 (Angel/Seed),High,Closed
0F5E514F,Cybersecurity,2013,Germany,Munich,Series A,15.56,111.09,8.99,0.34,35.4,30,0,30,Tier 2 (Mid-size VC),Low,Closed
0FB5D21C,Robotics,2021,USA,Boston,Seed,0.0,24.85,0.99,0.19,0.0,18,0,18,Bootstrapped,Medium,Independent
B621D876,EdTech,2019,USA,Miami,Pre-IPO,237.31,1283.18,65.31,14.23,16.6,749,0,749,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
A9FDEC77,EdTech,2019,USA,San Francisco,Seed,4.38,39.1,2.07,0.79,4.9,45,0,45,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired
45179860,FinTech,2013,USA,Boston,Series B,79.42,732.91,34.26,8.11,9.7,466,235,231,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed
8D86EFF9,Robotics,2017,USA,Austin,Series B,10.68,56.0,3.32,1.01,9.6,57,0,57,Corporate VC (e.g. Google Ventures),Medium,Closed
2F819C90,Autonomous Vehicles,2018,China,Shenzhen,Seed,0.91,22.16,1.35,0.54,1.4,31,0,31,Corporate VC (e.g. Google Ventures),Medium,Closed
C8EB6355,Cybersecurity,2012,USA,Seattle,Seed,1.56,23.32,1.85,0.49,2.6,49,0,49,Tier 2 (Mid-size VC),High,Acquired
B2B052D9,Robotics,2016,China,Shenzhen,Series B,34.37,351.16,14.36,2.18,15.1,142,49,93,Tier 3 (Angel/Seed),High,Independent
459EA57C,Robotics,2018,USA,Austin,Series A,4.99,51.51,2.71,0.18,17.8,12,0,12,Corporate VC (e.g. Google Ventures),High,Independent
60B2F009,ClimateTech,2023,USA,Seattle,Series A,9.67,41.7,2.52,0.33,22.5,29,0,29,Tier 2 (Mid-size VC),High,Independent
B589089C,Web3/Crypto,2016,USA,Seattle,Series B,216.19,1304.6,49.42,6.93,30.8,564,429,135,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale)
34426566,Robotics,2020,USA,San Francisco,Seed,9.6,58.88,2.22,0.45,17.5,34,0,34,Corporate VC (e.g. Google Ventures),Medium,Closed
25851FE8,Generative AI,2022,USA,New York,Seed,0.71,18.0,1.1,0.85,0.7,49,0,49,Tier 3 (Angel/Seed),High,Independent
D655C6A1,ClimateTech,2021,USA,San Francisco,Series A,0.0,27.88,1.43,0.42,0.0,41,21,20,Bootstrapped,High,Closed
AE26105A,Autonomous Vehicles,2021,China,Beijing,Series B,29.8,179.04,14.55,1.59,17.6,121,30,91,"Tier 1 (e.g. Sequoia, a16z)",None,Acquired
72B72C00,HealthTech,2017,China,Shenzhen,Seed,0.92,26.3,1.24,0.43,1.7,35,16,19,Tier 3 (Angel/Seed),Low,Acquired
30E3D74A,ClimateTech,2020,China,Hangzhou,Series C+,16.16,76.92,5.92,0.5,26.9,29,0,29,Corporate VC (e.g. Google Ventures),High,Independent
BE6A5D17,SpaceTech,2022,USA,Boston,Seed,8.21,105.22,10.2,0.23,24.9,22,0,22,Corporate VC (e.g. Google Ventures),None,Independent
A86A2B02,SpaceTech,2019,France,Lyon,Series C+,73.21,494.58,47.13,6.72,10.7,454,216,238,Tier 3 (Angel/Seed),Low,Independent
3D65AD5B,Robotics,2020,India,Mumbai,Series A,2.32,45.05,3.73,0.8,2.6,46,18,28,Tier 3 (Angel/Seed),High,Independent
278013AF,HealthTech,2019,Japan,Kyoto,Series C+,46.26,192.62,8.11,2.8,16.0,232,0,232,Tier 2 (Mid-size VC),Low,Independent
5D96107E,Web3/Crypto,2020,Israel,Jerusalem,Series A,10.78,93.53,9.85,0.92,10.6,55,0,55,Tier 2 (Mid-size VC),Medium,Independent
180DAC74,Generative AI,2020,India,Delhi NCR,Seed,1.54,25.42,3.08,0.24,4.5,20,0,20,Tier 2 (Mid-size VC),High,Independent
F99FAC71,Generative AI,2014,Israel,Tel Aviv,Seed,9.65,64.24,3.06,0.66,12.7,36,0,36,Tier 2 (Mid-size VC),Low,Acquired
AC61665B,FinTech,2020,USA,New York,Series B,22.96,203.56,10.8,2.11,10.4,116,52,64,Tier 2 (Mid-size VC),High,Independent
4701DF12,Generative AI,2020,India,Hyderabad,Seed,6.01,32.46,1.31,0.32,14.3,20,0,20,Tier 2 (Mid-size VC),Medium,Independent
19179584,Cybersecurity,2014,UK,Oxford,Series C+,75.87,454.83,74.8,6.96,10.7,409,0,409,Tier 3 (Angel/Seed),High,Independent
29A4F9C3,Autonomous Vehicles,2025,USA,Boston,Pre-IPO,56.19,583.39,51.09,0.85,59.1,65,0,65,Corporate VC (e.g. Google Ventures),Low,Independent
534171F0,ClimateTech,2021,USA,Seattle,Series C+,75.83,382.88,18.54,2.21,32.8,138,36,102,Tier 3 (Angel/Seed),High,Independent
93F63F5A,HealthTech,2024,Israel,Tel Aviv,Post-IPO,222.28,2225.45,291.16,5.02,43.4,328,0,328,Tier 3 (Angel/Seed),High,Independent
6275B136,ClimateTech,2020,USA,San Francisco,Series A,21.83,210.37,29.46,1.54,13.3,91,31,60,Tier 3 (Angel/Seed),Low,Independent
CD3912F2,Robotics,2017,China,Beijing,Series B,24.87,112.84,7.06,3.64,6.6,230,89,141,Tier 3 (Angel/Seed),Medium,Independent
3DE141C7,FinTech,2017,Germany,Berlin,Post-IPO,0.0,40.75,6.54,0.33,0.0,19,0,19,Bootstrapped,Medium,Independent
3AE02C2F,EdTech,2022,India,Mumbai,Seed,0.0,23.11,1.14,0.63,0.0,37,0,37,Bootstrapped,High,Closed
D19E4AEC,Generative AI,2020,USA,New York,Series B,114.42,466.75,17.36,7.42,15.2,449,93,356,Tier 3 (Angel/Seed),Low,Independent
9B894F7E,Cybersecurity,2020,USA,New York,Seed,0.75,10.3,1.25,0.55,1.2,33,0,33,Tier 3 (Angel/Seed),High,Independent
49B37256,SpaceTech,2020,Israel,Tel Aviv,Series A,24.55,222.65,8.57,0.73,29.6,50,0,50,Tier 3 (Angel/Seed),Low,Independent
4BC0310D,FinTech,2017,Israel,Jerusalem,Series A,10.42,130.44,5.41,0.88,10.6,50,0,50,Tier 3 (Angel/Seed),Low,Independent
BEDD6A5F,HealthTech,2019,USA,Seattle,Pre-IPO,326.3,1048.96,98.09,15.35,21.1,1127,218,909,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent
132F2A57,Web3/Crypto,2022,USA,Seattle,Pre-IPO,424.8,4882.0,375.98,16.55,25.5,1654,861,793,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale)
6C50F87D,Cybersecurity,2014,USA,Miami,Seed,1.9,18.88,1.08,0.29,4.9,24,0,24,Corporate VC (e.g. Google Ventures),None,Independent
193F6F35,HealthTech,2018,Germany,Berlin,Series A,10.41,78.08,4.25,0.89,10.5,46,0,46,Tier 3 (Angel/Seed),Medium,IPO
5D4C0D23,Web3/Crypto,2022,USA,Miami,Series B,36.62,175.85,29.95,4.03,8.9,223,145,78,Tier 2 (Mid-size VC),Low,Acquired (Fire Sale)
1FB352EC,HealthTech,2021,Israel,Jerusalem,Series A,15.35,103.68,4.79,0.46,27.4,45,0,45,Tier 3 (Angel/Seed),Medium,Independent
915CF203,ClimateTech,2020,USA,Austin,Series A,3.55,35.52,2.45,0.17,13.1,13,4,9,Tier 2 (Mid-size VC),High,Closed
52C78309,Generative AI,2019,USA,Austin,Series B,133.42,825.17,28.29,7.83,16.8,608,203,405,Tier 3 (Angel/Seed),High,Independent
507F7CE2,Cybersecurity,2020,USA,Austin,Series C+,41.54,196.87,7.02,3.16,12.7,168,0,168,Tier 3 (Angel/Seed),High,Independent
209BAD10,Generative AI,2020,Singapore,Singapore,Series A,79.81,624.79,48.24,3.76,20.7,362,0,362,Tier 3 (Angel/Seed),High,Independent
A9D699FF,Generative AI,2022,China,Shanghai,Seed,11.62,116.29,4.44,1.14,9.4,72,0,72,Corporate VC (e.g. Google Ventures),Medium,Independent
36E8AD68,SpaceTech,2019,UK,Cambridge,Series C+,594.61,5096.33,181.31,25.42,23.3,1605,0,1605,"Tier 1 (e.g. Sequoia, a16z)",None,Closed
B09D652E,Generative AI,2019,Singapore,Singapore,Series B,156.98,1178.37,52.02,6.79,22.8,461,0,461,Tier 2 (Mid-size VC),High,Independent
BB444483,Autonomous Vehicles,2019,Germany,Berlin,Post-IPO,239.75,826.41,110.07,24.64,9.7,1278,485,793,Tier 3 (Angel/Seed),Medium,Independent
409984F7,HealthTech,2014,France,Lyon,Series B,20.5,216.9,37.94,2.53,7.8,145,77,68,Tier 2 (Mid-size VC),Medium,Closed
9D96216F,Cybersecurity,2020,UK,London,Seed,4.31,50.78,1.84,0.17,16.0,13,0,13,Tier 2 (Mid-size VC),High,Independent
3F583CEC,FinTech,2021,USA,Austin,Post-IPO,781.4,8000.88,385.28,29.39,26.5,2156,0,2156,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent
B0AF2723,Web3/Crypto,2021,China,Shanghai,Series A,17.8,107.66,12.15,1.02,15.9,57,37,20,Tier 3 (Angel/Seed),High,Closed
881A55FB,HealthTech,2020,USA,San Francisco,Series A,5.28,66.15,4.83,0.62,7.3,49,0,49,Tier 2 (Mid-size VC),High,Independent
FDD5E161,Cybersecurity,2012,USA,Austin,Series C+,26.18,260.12,24.41,1.44,17.0,119,0,119,Tier 3 (Angel/Seed),None,Independent
6B0E9D3F,Generative AI,2014,China,Shanghai,Seed,2.54,38.93,1.78,0.25,7.3,16,9,7,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale)
526D14CB,FinTech,2019,Israel,Tel Aviv,Pre-IPO,60.35,607.19,60.51,3.45,17.0,289,0,289,Tier 2 (Mid-size VC),High,Independent
B592C8B8,EdTech,2017,China,Beijing,Series B,11.15,112.13,3.81,0.82,12.1,51,10,41,Tier 3 (Angel/Seed),High,Independent
F5FB2CE9,Cybersecurity,2021,Japan,Tokyo,Seed,0.93,21.57,0.74,0.67,1.2,43,20,23,Tier 3 (Angel/Seed),Medium,Independent
0BB26B98,Cybersecurity,2021,India,Mumbai,Series A,7.92,65.47,3.59,0.78,9.0,52,26,26,Tier 3 (Angel/Seed),High,Independent
4057D37B,Generative AI,2021,USA,Austin,Series B,118.48,1042.22,38.84,9.61,12.2,529,198,331,Tier 3 (Angel/Seed),Medium,IPO
342B3CE3,Cybersecurity,2020,India,Bengaluru,Series B,14.88,174.62,13.14,0.71,18.4,48,0,48,Tier 2 (Mid-size VC),Low,Independent
47A99B34,Robotics,2020,USA,San Francisco,Pre-IPO,138.37,564.27,53.68,6.85,19.9,574,0,574,"Tier 1 (e.g. Sequoia, a16z)",High,Independent
B51635A0,HealthTech,2022,USA,Miami,Seed,1.47,25.92,2.11,0.43,2.8,29,7,22,Tier 2 (Mid-size VC),Medium,Independent
